Index,id,date,price,zipcode,month,season,zip_season,price_median,sale_type,sale_price,profit
44,3352401090,2014-11-13,"238,950.00",98178,11,fall,98178_fall,"290,500.00",1,"310,635.00","71,685.00"
45,2144800311,2014-11-13,"315,000.00",98178,11,fall,98178_fall,"290,500.00",2,"346,500.00","31,500.00"
46,1180002470,2014-11-04,"354,000.00",98178,11,fall,98178_fall,"290,500.00",2,"389,400.00","35,400.00"
47,7192200040,2014-10-01,"280,000.00",98178,10,fall,98178_fall,"290,500.00",1,"364,000.00","84,000.00"
48,1262700040,2014-10-16,"363,500.00",98178,10,fall,98178_fall,"290,500.00",2,"399,850.00","36,350.00"
49,2976800749,2014-10-31,"150,000.00",98178,10,fall,98178_fall,"290,500.00",1,"195,000.00","45,000.00"
50,7812800995,2014-09-05,"200,000.00",98178,9,fall,98178_fall,"290,500.00",1,"260,000.00","60,000.00"
51,4059400515,2014-09-09,"229,950.00",98178,9,fall,98178_fall,"290,500.00",1,"298,935.00","68,985.00"
52,4058200040,2014-09-17,"361,000.00",98178,9,fall,98178_fall,"290,500.00",2,"397,100.00","36,100.00"
53,5476800201,2014-10-20,"295,000.00",98178,10,fall,98178_fall,"290,500.00",2,"324,500.00","29,500.00"
54,7812801590,2014-10-30,"219,900.00",98178,10,fall,98178_fall,"290,500.00",1,"285,870.00","65,970.00"
55,3352400351,2014-11-21,"200,000.00",98178,11,fall,98178_fall,"290,500.00",1,"260,000.00","60,000.00"
56,7812801850,2014-10-15,"194,000.00",98178,10,fall,98178_fall,"290,500.00",1,"252,200.00","58,200.00"
57,4060000020,2014-09-18,"299,980.00",98178,9,fall,98178_fall,"290,500.00",2,"329,978.00","29,998.00"
58,7657600005,2014-10-31,"249,950.00",98178,10,fall,98178_fall,"290,500.00",1,"324,935.00","74,985.00"
59,1180008370,2014-09-25,"415,000.00",98178,9,fall,98178_fall,"290,500.00",2,"456,500.00","41,500.00"
60,4058802335,2014-11-25,"326,000.00",98178,11,fall,98178_fall,"290,500.00",2,"358,600.00","32,600.00"
61,2045800006,2014-09-04,"439,000.00",98178,9,fall,98178_fall,"290,500.00",2,"482,900.00","43,900.00"
62,2171400199,2014-09-04,"277,554.00",98178,9,fall,98178_fall,"290,500.00",1,"360,820.20","83,266.20"
63,7689600630,2014-11-06,"216,500.00",98178,11,fall,98178_fall,"290,500.00",1,"281,450.00","64,950.00"
64,4059400190,2014-10-17,"225,000.00",98178,10,fall,98178_fall,"290,500.00",1,"292,500.00","67,500.00"
65,3352401476,2014-11-24,"199,988.00",98178,11,fall,98178_fall,"290,500.00",1,"259,984.40","59,996.40"
66,7657000540,2014-09-02,"165,000.00",98178,9,fall,98178_fall,"290,500.00",1,"214,500.00","49,500.00"
67,7689600215,2014-10-17,"202,500.00",98178,10,fall,98178_fall,"290,500.00",1,"263,250.00","60,750.00"
68,3352400661,2014-11-10,"135,900.00",98178,11,fall,98178_fall,"290,500.00",1,"176,670.00","40,770.00"
69,9282801030,2014-09-25,"440,000.00",98178,9,fall,98178_fall,"290,500.00",2,"484,000.00","44,000.00"
70,1180000830,2014-10-02,"460,000.00",98178,10,fall,98178_fall,"290,500.00",2,"506,000.00","46,000.00"
71,2172000890,2014-11-20,"385,000.00",98178,11,fall,98178_fall,"290,500.00",2,"423,500.00","38,500.00"
72,179001455,2014-11-07,"445,000.00",98178,11,fall,98178_fall,"290,500.00",2,"489,500.00","44,500.00"
73,7813500040,2014-10-15,"335,000.00",98178,10,fall,98178_fall,"290,500.00",2,"368,500.00","33,500.00"
74,4140940130,2014-11-21,"450,000.00",98178,11,fall,98178_fall,"290,500.00",2,"495,000.00","45,000.00"
75,4140940150,2014-10-02,"572,000.00",98178,10,fall,98178_fall,"290,500.00",2,"629,200.00","57,200.00"
76,6414100192,2014-12-09,"538,000.00",98125,12,winter,98125_winter,"430,000.00",2,"591,800.00","53,800.00"
77,2826049234,2015-01-14,"425,000.00",98125,1,winter,98125_winter,"430,000.00",1,"552,500.00","127,500.00"
78,8820903380,2015-01-02,"730,000.00",98125,1,winter,98125_winter,"430,000.00",2,"803,000.00","73,000.00"
79,1455100116,2015-02-02,"397,500.00",98125,2,winter,98125_winter,"430,000.00",1,"516,750.00","119,250.00"
80,1455600030,2015-01-08,"645,000.00",98125,1,winter,98125_winter,"430,000.00",2,"709,500.00","64,500.00"
81,9421500070,2014-12-30,"528,000.00",98125,12,winter,98125_winter,"430,000.00",2,"580,800.00","52,800.00"
82,4427100030,2015-01-14,"332,500.00",98125,1,winter,98125_winter,"430,000.00",1,"432,250.00","99,750.00"
83,9455200570,2014-12-17,"632,000.00",98125,12,winter,98125_winter,"430,000.00",2,"695,200.00","63,200.00"
84,3226049117,2015-02-13,"387,500.00",98125,2,winter,98125_winter,"430,000.00",1,"503,750.00","116,250.00"
85,8901000445,2014-12-18,"390,000.00",98125,12,winter,98125_winter,"430,000.00",1,"507,000.00","117,000.00"
86,9423400193,2014-12-26,"473,000.00",98125,12,winter,98125_winter,"430,000.00",2,"520,300.00","47,300.00"
87,1455600015,2014-12-12,"760,000.00",98125,12,winter,98125_winter,"430,000.00",2,"836,000.00","76,000.00"
88,2826049165,2015-02-26,"517,000.00",98125,2,winter,98125_winter,"430,000.00",2,"568,700.00","51,700.00"
89,2926049382,2014-12-08,"650,000.00",98125,12,winter,98125_winter,"430,000.00",2,"715,000.00","65,000.00"
90,8902000407,2014-12-17,"480,000.00",98125,12,winter,98125_winter,"430,000.00",2,"528,000.00","48,000.00"
91,7663700654,2014-12-14,"450,000.00",98125,12,winter,98125_winter,"430,000.00",2,"495,000.00","45,000.00"
92,5101407305,2014-12-18,"319,000.00",98125,12,winter,98125_winter,"430,000.00",1,"414,700.00","95,700.00"
93,5272200005,2015-02-18,"175,000.00",98125,2,winter,98125_winter,"430,000.00",1,"227,500.00","52,500.00"
94,8820900299,2015-02-04,"419,950.00",98125,2,winter,98125_winter,"430,000.00",1,"545,935.00","125,985.00"
95,2926049400,2014-12-26,"500,000.00",98125,12,winter,98125_winter,"430,000.00",2,"550,000.00","50,000.00"
96,7663700759,2014-12-01,"368,000.00",98125,12,winter,98125_winter,"430,000.00",1,"478,400.00","110,400.00"
97,8058500005,2015-02-03,"290,000.00",98125,2,winter,98125_winter,"430,000.00",1,"377,000.00","87,000.00"
98,2726049071,2014-12-11,"510,000.00",98125,12,winter,98125_winter,"430,000.00",2,"561,000.00","51,000.00"
99,4077800094,2015-02-02,"675,000.00",98125,2,winter,98125_winter,"430,000.00",2,"742,500.00","67,500.00"
100,6381500170,2015-01-16,"365,000.00",98125,1,winter,98125_winter,"430,000.00",1,"474,500.00","109,500.00"
101,6381502155,2015-01-16,"300,000.00",98125,1,winter,98125_winter,"430,000.00",1,"390,000.00","90,000.00"
102,9421500010,2015-02-05,"442,500.00",98125,2,winter,98125_winter,"430,000.00",2,"486,750.00","44,250.00"
103,8901000911,2015-02-19,"425,000.00",98125,2,winter,98125_winter,"430,000.00",1,"552,500.00","127,500.00"
104,7715600050,2015-02-19,"385,000.00",98125,2,winter,98125_winter,"430,000.00",1,"500,500.00","115,500.00"
105,5101407250,2014-12-17,"630,000.00",98125,12,winter,98125_winter,"430,000.00",2,"693,000.00","63,000.00"
106,1133000144,2015-02-12,"614,905.00",98125,2,winter,98125_winter,"430,000.00",2,"676,395.50","61,490.50"
107,5101405465,2015-02-03,"463,000.00",98125,2,winter,98125_winter,"430,000.00",2,"509,300.00","46,300.00"
108,2126049096,2014-12-02,"399,000.00",98125,12,winter,98125_winter,"430,000.00",1,"518,700.00","119,700.00"
109,9455200596,2015-01-14,"357,500.00",98125,1,winter,98125_winter,"430,000.00",1,"464,750.00","107,250.00"
110,6412100092,2015-01-05,"362,500.00",98125,1,winter,98125_winter,"430,000.00",1,"471,250.00","108,750.00"
111,9455200790,2014-12-09,"445,000.00",98125,12,winter,98125_winter,"430,000.00",2,"489,500.00","44,500.00"
112,4077800590,2015-02-26,"635,000.00",98125,2,winter,98125_winter,"430,000.00",2,"698,500.00","63,500.00"
113,3992700775,2015-01-21,"410,000.00",98125,1,winter,98125_winter,"430,000.00",1,"533,000.00","123,000.00"
114,7352200100,2015-02-24,"1,360,000.00",98125,2,winter,98125_winter,"430,000.00",2,"1,496,000.00","136,000.00"
115,8820903555,2015-01-05,"467,500.00",98125,1,winter,98125_winter,"430,000.00",2,"514,250.00","46,750.00"
116,2126049154,2014-12-17,"435,000.00",98125,12,winter,98125_winter,"430,000.00",2,"478,500.00","43,500.00"
117,6868200060,2014-12-11,"565,000.00",98125,12,winter,98125_winter,"430,000.00",2,"621,500.00","56,500.00"
118,2126049277,2014-12-03,"500,000.00",98125,12,winter,98125_winter,"430,000.00",2,"550,000.00","50,000.00"
119,4073200575,2014-12-01,"460,000.00",98125,12,winter,98125_winter,"430,000.00",2,"506,000.00","46,000.00"
120,7715600070,2014-12-12,"385,000.00",98125,12,winter,98125_winter,"430,000.00",1,"500,500.00","115,500.00"
121,1453602065,2015-02-05,"442,500.00",98125,2,winter,98125_winter,"430,000.00",2,"486,750.00","44,250.00"
122,6414100732,2015-01-07,"349,000.00",98125,1,winter,98125_winter,"430,000.00",1,"453,700.00","104,700.00"
123,3448002180,2015-01-16,"674,000.00",98125,1,winter,98125_winter,"430,000.00",2,"741,400.00","67,400.00"
124,2126049290,2015-02-20,"522,500.00",98125,2,winter,98125_winter,"430,000.00",2,"574,750.00","52,250.00"
125,1560100135,2015-02-24,"285,000.00",98125,2,winter,98125_winter,"430,000.00",1,"370,500.00","85,500.00"
126,1453600681,2015-02-23,"328,500.00",98125,2,winter,98125_winter,"430,000.00",1,"427,050.00","98,550.00"
127,3935900350,2015-02-22,"490,000.00",98125,2,winter,98125_winter,"430,000.00",2,"539,000.00","49,000.00"
128,3935900232,2015-01-12,"237,000.00",98125,1,winter,98125_winter,"430,000.00",1,"308,100.00","71,100.00"
129,2826049070,2015-02-25,"595,000.00",98125,2,winter,98125_winter,"430,000.00",2,"654,500.00","59,500.00"
130,7663700772,2015-02-18,"370,000.00",98125,2,winter,98125_winter,"430,000.00",1,"481,000.00","111,000.00"
131,4078300040,2015-02-24,"850,000.00",98125,2,winter,98125_winter,"430,000.00",2,"935,000.00","85,000.00"
132,7663700531,2015-01-06,"325,000.00",98125,1,winter,98125_winter,"430,000.00",1,"422,500.00","97,500.00"
133,4077800438,2014-12-31,"518,000.00",98125,12,winter,98125_winter,"430,000.00",2,"569,800.00","51,800.00"
134,6798100610,2015-01-08,"425,000.00",98125,1,winter,98125_winter,"430,000.00",1,"552,500.00","127,500.00"
135,2826049098,2014-12-04,"622,100.00",98125,12,winter,98125_winter,"430,000.00",2,"684,310.00","62,210.00"
136,8820903560,2014-12-16,"380,000.00",98125,12,winter,98125_winter,"430,000.00",1,"494,000.00","114,000.00"
137,3834500170,2015-01-16,"375,000.00",98125,1,winter,98125_winter,"430,000.00",1,"487,500.00","112,500.00"
138,2044500213,2015-01-26,"449,000.00",98125,1,winter,98125_winter,"430,000.00",2,"493,900.00","44,900.00"
139,7351200050,2014-12-18,"1,335,000.00",98125,12,winter,98125_winter,"430,000.00",2,"1,468,500.00","133,500.00"
140,1787600294,2015-02-05,"222,000.00",98125,2,winter,98125_winter,"430,000.00",1,"288,600.00","66,600.00"
141,1454100010,2015-02-02,"338,500.00",98125,2,winter,98125_winter,"430,000.00",1,"440,050.00","101,550.00"
142,2568800290,2015-02-18,"425,000.00",98125,2,winter,98125_winter,"430,000.00",1,"552,500.00","127,500.00"
143,814000020,2015-02-20,"460,000.00",98125,2,winter,98125_winter,"430,000.00",2,"506,000.00","46,000.00"
144,1453601502,2015-02-26,"303,697.00",98125,2,winter,98125_winter,"430,000.00",1,"394,806.10","91,109.10"
145,7352200450,2015-01-15,"2,050,000.00",98125,1,winter,98125_winter,"430,000.00",2,"2,255,000.00","205,000.00"
146,6414100026,2015-01-08,"320,000.00",98125,1,winter,98125_winter,"430,000.00",1,"416,000.00","96,000.00"
147,8820902350,2014-12-03,"810,000.00",98125,12,winter,98125_winter,"430,000.00",2,"891,000.00","81,000.00"
148,4073200757,2014-12-31,"690,000.00",98125,12,winter,98125_winter,"430,000.00",2,"759,000.00","69,000.00"
149,6381500090,2015-02-20,"295,000.00",98125,2,winter,98125_winter,"430,000.00",1,"383,500.00","88,500.00"
150,7663700401,2014-12-20,"229,000.00",98125,12,winter,98125_winter,"430,000.00",1,"297,700.00","68,700.00"
151,8901000835,2015-02-11,"640,500.00",98125,2,winter,98125_winter,"430,000.00",2,"704,550.00","64,050.00"
152,1453602310,2014-12-16,"303,000.00",98125,12,winter,98125_winter,"430,000.00",1,"393,900.00","90,900.00"
153,8822900115,2014-12-09,"306,000.00",98125,12,winter,98125_winter,"430,000.00",1,"397,800.00","91,800.00"
154,6381500110,2015-01-08,"330,000.00",98125,1,winter,98125_winter,"430,000.00",1,"429,000.00","99,000.00"
155,6411600411,2014-12-09,"257,000.00",98125,12,winter,98125_winter,"430,000.00",1,"334,100.00","77,100.00"
156,7351200295,2015-01-14,"1,150,000.00",98125,1,winter,98125_winter,"430,000.00",2,"1,265,000.00","115,000.00"
157,8822901175,2014-12-29,"345,000.00",98125,12,winter,98125_winter,"430,000.00",1,"448,500.00","103,500.00"
158,3448001411,2015-02-20,"286,000.00",98125,2,winter,98125_winter,"430,000.00",1,"371,800.00","85,800.00"
159,8902000201,2015-02-19,"338,500.00",98125,2,winter,98125_winter,"430,000.00",1,"440,050.00","101,550.00"
160,5631500400,2015-02-25,"180,000.00",98028,2,winter,98028_winter,"446,500.00",1,"234,000.00","54,000.00"
161,1088650310,2015-01-27,"530,000.00",98028,1,winter,98028_winter,"446,500.00",2,"583,000.00","53,000.00"
162,4140090370,2015-02-18,"446,500.00",98028,2,winter,98028_winter,"446,500.00",2,"580,450.00","133,950.00"
163,3582700070,2014-12-05,"356,500.00",98028,12,winter,98028_winter,"446,500.00",1,"463,450.00","106,950.00"
164,4027701294,2015-01-29,"485,000.00",98028,1,winter,98028_winter,"446,500.00",2,"533,500.00","48,500.00"
165,3578700017,2015-01-23,"695,000.00",98028,1,winter,98028_winter,"446,500.00",2,"764,500.00","69,500.00"
166,3949600090,2014-12-01,"335,000.00",98028,12,winter,98028_winter,"446,500.00",1,"435,500.00","100,500.00"
167,114101055,2014-12-23,"383,000.00",98028,12,winter,98028_winter,"446,500.00",1,"497,900.00","114,900.00"
168,3579700015,2015-02-27,"295,000.00",98028,2,winter,98028_winter,"446,500.00",1,"383,500.00","88,500.00"
169,3649100103,2015-01-02,"475,000.00",98028,1,winter,98028_winter,"446,500.00",2,"522,500.00","47,500.00"
170,5634500179,2014-12-15,"424,500.00",98028,12,winter,98028_winter,"446,500.00",1,"551,850.00","127,350.00"
171,5628400080,2014-12-18,"420,000.00",98028,12,winter,98028_winter,"446,500.00",1,"546,000.00","126,000.00"
172,5634500775,2015-01-30,"615,000.00",98028,1,winter,98028_winter,"446,500.00",2,"676,500.00","61,500.00"
173,3583400120,2015-02-04,"526,750.00",98028,2,winter,98028_winter,"446,500.00",2,"579,425.00","52,675.00"
174,293720180,2014-12-30,"415,000.00",98028,12,winter,98028_winter,"446,500.00",1,"539,500.00","124,500.00"
175,114100304,2014-12-03,"515,000.00",98028,12,winter,98028_winter,"446,500.00",2,"566,500.00","51,500.00"
176,3649100676,2015-02-19,"570,000.00",98028,2,winter,98028_winter,"446,500.00",2,"627,000.00","57,000.00"
177,8832900135,2015-01-13,"769,000.00",98028,1,winter,98028_winter,"446,500.00",2,"845,900.00","76,900.00"
178,9406500350,2014-12-29,"207,000.00",98028,12,winter,98028_winter,"446,500.00",1,"269,100.00","62,100.00"
179,3816300105,2015-01-12,"435,000.00",98028,1,winter,98028_winter,"446,500.00",1,"565,500.00","130,500.00"
180,3578600045,2014-12-16,"490,000.00",98028,12,winter,98028_winter,"446,500.00",2,"539,000.00","49,000.00"
181,7702020030,2015-02-25,"533,000.00",98028,2,winter,98028_winter,"446,500.00",2,"586,300.00","53,300.00"
182,114100354,2014-12-12,"249,000.00",98028,12,winter,98028_winter,"446,500.00",1,"323,700.00","74,700.00"
183,2570600140,2015-01-28,"196,000.00",98028,1,winter,98028_winter,"446,500.00",1,"254,800.00","58,800.00"
184,293610040,2015-02-10,"600,000.00",98028,2,winter,98028_winter,"446,500.00",2,"660,000.00","60,000.00"
185,253600180,2015-02-03,"427,500.00",98028,2,winter,98028_winter,"446,500.00",1,"555,750.00","128,250.00"
186,4027700799,2015-02-26,"364,000.00",98028,2,winter,98028_winter,"446,500.00",1,"473,200.00","109,200.00"
187,8832900120,2014-12-22,"600,000.00",98028,12,winter,98028_winter,"446,500.00",2,"660,000.00","60,000.00"
188,7120000210,2015-01-22,"275,000.00",98028,1,winter,98028_winter,"446,500.00",1,"357,500.00","82,500.00"
189,5631500967,2015-02-04,"476,000.00",98028,2,winter,98028_winter,"446,500.00",2,"523,600.00","47,600.00"
190,5631500947,2015-01-22,"610,000.00",98028,1,winter,98028_winter,"446,500.00",2,"671,000.00","61,000.00"
191,3824100364,2015-01-20,"420,000.00",98028,1,winter,98028_winter,"446,500.00",1,"546,000.00","126,000.00"
192,3824100020,2015-02-03,"335,000.00",98028,2,winter,98028_winter,"446,500.00",1,"435,500.00","100,500.00"
193,1433290010,2015-01-12,"449,000.00",98028,1,winter,98028_winter,"446,500.00",2,"493,900.00","44,900.00"
194,3818700190,2014-12-15,"387,846.00",98028,12,winter,98028_winter,"446,500.00",1,"504,199.80","116,353.80"
195,3649100346,2015-01-09,"322,968.00",98028,1,winter,98028_winter,"446,500.00",1,"419,858.40","96,890.40"
196,6181700250,2015-02-26,"350,000.00",98028,2,winter,98028_winter,"446,500.00",1,"455,000.00","105,000.00"
197,4140900050,2015-01-26,"440,000.00",98028,1,winter,98028_winter,"446,500.00",1,"572,000.00","132,000.00"
198,9406500600,2015-02-05,"239,950.00",98028,2,winter,98028_winter,"446,500.00",1,"311,935.00","71,985.00"
199,2558160220,2014-12-10,"385,000.00",98028,12,winter,98028_winter,"446,500.00",1,"500,500.00","115,500.00"
200,114100131,2015-01-14,"559,950.00",98028,1,winter,98028_winter,"446,500.00",2,"615,945.00","55,995.00"
201,6181700625,2015-02-20,"590,000.00",98028,2,winter,98028_winter,"446,500.00",2,"649,000.00","59,000.00"
202,3579000180,2014-12-29,"495,000.00",98028,12,winter,98028_winter,"446,500.00",2,"544,500.00","49,500.00"
203,6980500030,2014-12-11,"650,000.00",98028,12,winter,98028_winter,"446,500.00",2,"715,000.00","65,000.00"
204,3574770100,2015-01-16,"550,000.00",98028,1,winter,98028_winter,"446,500.00",2,"605,000.00","55,000.00"
205,7702080150,2014-12-01,"515,000.00",98028,12,winter,98028_winter,"446,500.00",2,"566,500.00","51,500.00"
206,9578060420,2015-01-14,"525,000.00",98028,1,winter,98028_winter,"446,500.00",2,"577,500.00","52,500.00"
207,2487200875,2014-12-09,"604,000.00",98136,12,winter,98136_winter,"487,450.00",2,"664,400.00","60,400.00"
208,9238901420,2015-02-02,"442,000.00",98136,2,winter,98136_winter,"487,450.00",1,"574,600.00","132,600.00"
209,2349300060,2015-02-12,"200,000.00",98136,2,winter,98136_winter,"487,450.00",1,"260,000.00","60,000.00"
210,7625700012,2014-12-02,"370,000.00",98136,12,winter,98136_winter,"487,450.00",1,"481,000.00","111,000.00"
211,2346800270,2015-01-06,"555,000.00",98136,1,winter,98136_winter,"487,450.00",2,"610,500.00","55,500.00"
212,7625702615,2015-01-14,"400,000.00",98136,1,winter,98136_winter,"487,450.00",1,"520,000.00","120,000.00"
213,7649400170,2014-12-05,"675,000.00",98136,12,winter,98136_winter,"487,450.00",2,"742,500.00","67,500.00"
214,7624700050,2014-12-23,"565,000.00",98136,12,winter,98136_winter,"487,450.00",2,"621,500.00","56,500.00"
215,3869900120,2015-02-26,"430,000.00",98136,2,winter,98136_winter,"487,450.00",1,"559,000.00","129,000.00"
216,2493200215,2014-12-31,"582,000.00",98136,12,winter,98136_winter,"487,450.00",2,"640,200.00","58,200.00"
217,826000495,2015-02-06,"557,510.00",98136,2,winter,98136_winter,"487,450.00",2,"613,261.00","55,751.00"
218,7934000145,2014-12-01,"450,000.00",98136,12,winter,98136_winter,"487,450.00",1,"585,000.00","135,000.00"
219,312000295,2015-01-22,"400,000.00",98136,1,winter,98136_winter,"487,450.00",1,"520,000.00","120,000.00"
220,826000295,2014-12-15,"379,950.00",98136,12,winter,98136_winter,"487,450.00",1,"493,935.00","113,985.00"
221,7625704500,2014-12-08,"500,000.00",98136,12,winter,98136_winter,"487,450.00",2,"550,000.00","50,000.00"
222,7625702440,2014-12-30,"469,000.00",98136,12,winter,98136_winter,"487,450.00",1,"609,700.00","140,700.00"
223,1090000075,2014-12-16,"393,000.00",98136,12,winter,98136_winter,"487,450.00",1,"510,900.00","117,900.00"
224,2461900550,2014-12-16,"500,000.00",98136,12,winter,98136_winter,"487,450.00",2,"550,000.00","50,000.00"
225,4315700505,2015-02-10,"535,000.00",98136,2,winter,98136_winter,"487,450.00",2,"588,500.00","53,500.00"
226,1090000036,2014-12-23,"756,450.00",98136,12,winter,98136_winter,"487,450.00",2,"832,095.00","75,645.00"
227,2595300155,2015-02-24,"565,000.00",98136,2,winter,98136_winter,"487,450.00",2,"621,500.00","56,500.00"
228,4319200450,2015-01-20,"436,000.00",98136,1,winter,98136_winter,"487,450.00",1,"566,800.00","130,800.00"
229,4322200050,2014-12-17,"340,000.00",98136,12,winter,98136_winter,"487,450.00",1,"442,000.00","102,000.00"
230,7625701900,2015-02-22,"467,500.00",98136,2,winter,98136_winter,"487,450.00",1,"607,750.00","140,250.00"
231,7936500221,2015-01-14,"658,000.00",98136,1,winter,98136_winter,"487,450.00",2,"723,800.00","65,800.00"
232,5637500250,2015-02-10,"447,000.00",98136,2,winter,98136_winter,"487,450.00",1,"581,100.00","134,100.00"
233,2487200680,2015-02-24,"447,000.00",98136,2,winter,98136_winter,"487,450.00",1,"581,100.00","134,100.00"
234,9169100185,2015-02-25,"565,000.00",98136,2,winter,98136_winter,"487,450.00",2,"621,500.00","56,500.00"
235,7934000090,2015-02-25,"340,000.00",98136,2,winter,98136_winter,"487,450.00",1,"442,000.00","102,000.00"
236,2461900850,2015-01-05,"570,000.00",98136,1,winter,98136_winter,"487,450.00",2,"627,000.00","57,000.00"
237,2485000076,2015-01-22,"1,050,000.00",98136,1,winter,98136_winter,"487,450.00",2,"1,155,000.00","105,000.00"
238,4317700085,2015-01-22,"535,000.00",98136,1,winter,98136_winter,"487,450.00",2,"588,500.00","53,500.00"
