Index,id,date,price,zipcode,condition,price_median,status
121,4058801230,2015-03-05,256000.0,98178,3,278277.0,buy
122,1123049129,2015-02-24,284200.0,98178,3,278277.0,don't buy
123,7812801925,2014-06-24,230000.0,98178,4,278277.0,buy
124,5476800069,2014-05-27,292050.0,98178,3,278277.0,don't buy
125,4440400125,2014-05-08,228000.0,98178,3,278277.0,buy
126,9282800075,2015-03-17,339000.0,98178,4,278277.0,don't buy
127,1180002075,2014-08-25,235000.0,98178,3,278277.0,buy
128,3878900270,2015-04-29,466000.0,98178,4,278277.0,don't buy
129,179000505,2014-10-24,257000.0,98178,3,278277.0,buy
130,7812800681,2015-01-02,166000.0,98178,4,278277.0,buy
131,1180000885,2014-10-30,340500.0,98178,4,278277.0,don't buy
132,1180002735,2014-11-19,269000.0,98178,4,278277.0,buy
133,2976800700,2014-05-22,301350.0,98178,5,278277.0,don't buy
134,179000240,2015-03-25,290500.0,98178,3,278277.0,don't buy
135,2045400075,2014-06-23,415000.0,98178,3,278277.0,don't buy
136,4279900140,2014-10-01,251000.0,98178,5,278277.0,buy
137,7390400069,2015-03-27,450000.0,98178,3,278277.0,don't buy
138,3348401382,2015-02-10,318000.0,98178,5,278277.0,don't buy
139,3352401090,2014-11-13,238950.0,98178,3,278277.0,buy
140,9368700270,2015-04-01,137900.0,98178,3,278277.0,buy
141,2144800311,2014-11-13,315000.0,98178,3,278277.0,don't buy
142,1180002470,2014-11-04,354000.0,98178,3,278277.0,don't buy
143,6002400030,2014-08-14,324950.0,98178,3,278277.0,don't buy
144,7567600030,2015-01-27,750000.0,98178,4,278277.0,don't buy
145,3352402272,2014-06-11,230000.0,98178,4,278277.0,buy
146,4058802255,2014-07-24,219950.0,98178,3,278277.0,buy
147,4058800875,2014-06-24,343500.0,98178,4,278277.0,don't buy
148,1180003435,2014-12-09,275000.0,98178,3,278277.0,buy
149,3878900681,2015-01-21,272000.0,98178,3,278277.0,buy
150,4058800135,2015-04-05,419000.0,98178,3,278277.0,don't buy
151,393000311,2015-02-25,286300.0,98178,3,278277.0,don't buy
152,2172000570,2014-06-24,317000.0,98178,4,278277.0,don't buy
153,182000350,2015-03-25,287500.0,98178,4,278277.0,don't buy
154,7812801125,2015-01-12,222900.0,98178,3,278277.0,buy
155,1180007375,2015-05-12,625000.0,98178,3,278277.0,don't buy
156,7689600360,2014-06-13,215000.0,98178,3,278277.0,buy
157,7192200040,2014-10-01,280000.0,98178,3,278277.0,don't buy
158,7657000085,2015-02-02,218000.0,98178,3,278277.0,buy
159,2988800065,2014-12-02,281000.0,98178,3,278277.0,don't buy
160,1262700040,2014-10-16,363500.0,98178,5,278277.0,don't buy
161,7812800155,2015-03-18,170000.0,98178,2,278277.0,don't buy
162,7689600330,2014-08-13,207000.0,98178,3,278277.0,buy
163,4058801325,2014-05-22,319950.0,98178,5,278277.0,don't buy
164,3352400905,2014-05-16,245000.0,98178,3,278277.0,buy
165,393000385,2014-12-15,255000.0,98178,3,278277.0,buy
166,393000142,2014-12-11,372000.0,98178,3,278277.0,don't buy
167,4058802300,2014-08-20,300000.0,98178,3,278277.0,don't buy
168,2976800749,2014-10-31,150000.0,98178,3,278277.0,buy
169,2172000035,2014-08-21,190000.0,98178,3,278277.0,buy
170,1423049029,2015-03-06,265000.0,98178,3,278277.0,buy
171,4058801575,2014-12-17,415000.0,98178,3,278277.0,don't buy
172,3348401490,2014-06-30,265000.0,98178,3,278277.0,buy
173,7812800995,2014-09-05,200000.0,98178,3,278277.0,buy
174,4059400515,2014-09-09,229950.0,98178,3,278277.0,buy
175,1180003175,2015-04-10,229950.0,98178,3,278277.0,buy
176,4058800925,2015-04-28,452100.0,98178,3,278277.0,don't buy
177,3348401622,2014-07-31,223000.0,98178,5,278277.0,buy
178,4058200040,2014-09-17,361000.0,98178,3,278277.0,don't buy
179,2976800145,2015-04-06,260000.0,98178,3,278277.0,buy
180,2976800360,2015-02-23,335750.0,98178,3,278277.0,don't buy
181,7129300175,2014-07-01,406000.0,98178,4,278277.0,don't buy
182,179001046,2014-05-08,229000.0,98178,3,278277.0,buy
183,5476800201,2014-10-20,295000.0,98178,4,278277.0,don't buy
184,1180005280,2014-07-23,239950.0,98178,4,278277.0,buy
185,7812801590,2014-10-30,219900.0,98178,3,278277.0,buy
186,4058800500,2014-07-10,416100.0,98178,3,278277.0,don't buy
187,3352400351,2014-11-21,200000.0,98178,4,278277.0,buy
188,7812801850,2014-10-15,194000.0,98178,3,278277.0,buy
189,179001101,2015-01-05,135000.0,98178,3,278277.0,buy
190,7961500010,2014-08-06,245000.0,98178,3,278277.0,buy
191,7961500010,2015-03-04,520000.0,98178,3,278277.0,don't buy
192,2172000894,2015-04-17,225000.0,98178,3,278277.0,buy
193,1123049027,2015-03-19,157500.0,98178,3,278277.0,buy
194,9218400050,2014-12-27,475000.0,98178,4,278277.0,don't buy
195,3878900525,2015-02-13,329000.0,98178,3,278277.0,don't buy
196,3347400525,2014-12-16,147000.0,98178,3,278277.0,buy
197,1180005220,2015-05-05,225000.0,98178,4,278277.0,buy
198,8073000585,2014-07-15,840500.0,98178,3,278277.0,don't buy
199,4060000020,2014-09-18,299980.0,98178,3,278277.0,don't buy
200,2172000285,2015-03-23,254500.0,98178,3,278277.0,buy
201,7657600005,2014-10-31,249950.0,98178,4,278277.0,buy
202,8073000491,2014-12-11,700000.0,98178,3,278277.0,don't buy
203,1180008370,2014-09-25,415000.0,98178,3,278277.0,don't buy
204,3878900225,2014-06-02,345000.0,98178,3,278277.0,don't buy
205,8068000440,2014-12-26,399000.0,98178,5,278277.0,don't buy
206,1223049150,2015-04-14,325000.0,98178,3,278277.0,don't buy
207,1180002580,2015-03-19,180000.0,98178,2,278277.0,don't buy
208,723059073,2015-04-16,329950.0,98178,3,278277.0,don't buy
209,4059400585,2014-06-24,218000.0,98178,4,278277.0,buy
210,4058802335,2014-11-25,326000.0,98178,3,278277.0,don't buy
211,2045800006,2014-09-04,439000.0,98178,5,278277.0,don't buy
212,2171400199,2014-09-04,277554.0,98178,3,278277.0,buy
213,7689600630,2014-11-06,216500.0,98178,4,278277.0,buy
214,4059400190,2014-10-17,225000.0,98178,4,278277.0,buy
215,8073000480,2014-07-22,869000.0,98178,3,278277.0,don't buy
216,7812801700,2014-06-10,227000.0,98178,3,278277.0,buy
217,4060000290,2014-06-17,253000.0,98178,5,278277.0,buy
218,4060000170,2014-08-20,255000.0,98178,3,278277.0,buy
219,1123049126,2014-12-03,227000.0,98178,3,278277.0,buy
220,3352401476,2014-11-24,199988.0,98178,3,278277.0,buy
221,4058801680,2014-05-23,300000.0,98178,3,278277.0,don't buy
222,7129300500,2014-08-12,315000.0,98178,3,278277.0,don't buy
223,1180005050,2014-12-18,463000.0,98178,3,278277.0,don't buy
224,3347401315,2014-06-16,220000.0,98178,4,278277.0,buy
225,1180002745,2014-05-21,285000.0,98178,3,278277.0,don't buy
226,3151600035,2015-01-07,261590.0,98178,3,278277.0,buy
227,1423049019,2014-05-23,90000.0,98178,3,278277.0,buy
228,1423049019,2015-03-31,220000.0,98178,3,278277.0,buy
229,7812800855,2015-03-11,159100.0,98178,3,278277.0,buy
230,4058800215,2014-05-28,430000.0,98178,3,278277.0,don't buy
231,3810000843,2015-04-27,345000.0,98178,4,278277.0,don't buy
232,7812500180,2015-04-13,292000.0,98178,3,278277.0,don't buy
233,1180008355,2014-05-07,380000.0,98178,5,278277.0,don't buy
234,7812800215,2014-08-08,235000.0,98178,3,278277.0,buy
235,7657000210,2014-08-18,280000.0,98178,5,278277.0,don't buy
236,7657000540,2014-09-02,165000.0,98178,3,278277.0,buy
237,7657000540,2015-03-04,260000.0,98178,3,278277.0,buy
238,4058801780,2015-03-27,465000.0,98178,3,278277.0,don't buy
239,9282801450,2015-03-25,361000.0,98178,3,278277.0,don't buy
240,7689600215,2014-10-17,202500.0,98178,3,278277.0,buy
241,4058800930,2014-07-20,385000.0,98178,3,278277.0,don't buy
242,1823059223,2014-05-20,291000.0,98178,3,278277.0,don't buy
243,3352400661,2014-11-10,135900.0,98178,3,278277.0,buy
244,2988800011,2015-04-14,244000.0,98178,3,278277.0,buy
245,2144800146,2014-08-26,257500.0,98178,5,278277.0,buy
246,4440400155,2015-01-06,190000.0,98178,3,278277.0,buy
247,7812801785,2015-02-18,221347.0,98178,3,278277.0,buy
248,3352401037,2015-01-08,224000.0,98178,3,278277.0,buy
249,4058200915,2014-07-21,324950.0,98178,3,278277.0,don't buy
250,7878400043,2014-08-05,185000.0,98178,3,278277.0,buy
251,9282801030,2014-09-25,440000.0,98178,3,278277.0,don't buy
252,3878900464,2015-05-04,229500.0,98178,3,278277.0,buy
253,3379200100,2014-05-23,334000.0,98178,4,278277.0,don't buy
254,1180000830,2014-10-02,460000.0,98178,3,278277.0,don't buy
255,2172000890,2014-11-20,385000.0,98178,3,278277.0,don't buy
256,1123049232,2014-06-06,279000.0,98178,3,278277.0,don't buy
257,179001455,2014-11-07,445000.0,98178,3,278277.0,don't buy
258,7813500040,2014-10-15,335000.0,98178,3,278277.0,don't buy
259,4058800439,2014-06-23,664950.0,98178,3,278277.0,don't buy
260,4140940130,2014-11-21,450000.0,98178,3,278277.0,don't buy
261,4140940150,2014-10-02,572000.0,98178,3,278277.0,don't buy
262,6414100192,2014-12-09,538000.0,98125,3,425000.0,don't buy
263,8820901275,2014-06-10,571000.0,98125,5,425000.0,don't buy
264,1133000671,2014-06-02,315000.0,98125,3,425000.0,buy
265,3992700335,2014-07-07,382500.0,98125,3,425000.0,buy
266,6414100671,2014-09-09,425000.0,98125,3,425000.0,don't buy
267,9423400140,2014-06-09,450000.0,98125,3,425000.0,don't buy
268,8820902200,2014-11-13,1199000.0,98125,3,425000.0,don't buy
269,6381500700,2014-11-05,365000.0,98125,3,425000.0,buy
270,2826049234,2015-01-14,425000.0,98125,3,425000.0,don't buy
271,6798100662,2014-05-27,312000.0,98125,3,425000.0,buy
272,8820903380,2014-07-28,452000.0,98125,3,425000.0,don't buy
273,8820903380,2015-01-02,730000.0,98125,3,425000.0,don't buy
274,8820901670,2014-08-11,971000.0,98125,3,425000.0,don't buy
275,9455200445,2015-03-25,601000.0,98125,3,425000.0,don't buy
276,1455100116,2015-02-02,397500.0,98125,4,425000.0,buy
277,1455600030,2015-01-08,645000.0,98125,3,425000.0,don't buy
278,2826049282,2014-06-14,530000.0,98125,3,425000.0,don't buy
279,6414100560,2014-06-18,475000.0,98125,3,425000.0,don't buy
280,9421500070,2014-12-30,528000.0,98125,3,425000.0,don't buy
281,5144000036,2014-05-27,360000.0,98125,3,425000.0,buy
282,751000060,2014-05-06,353000.0,98125,4,425000.0,buy
283,4427100030,2015-01-14,332500.0,98125,3,425000.0,buy
284,9455200570,2014-12-17,632000.0,98125,3,425000.0,don't buy
285,1453600202,2014-05-20,520000.0,98125,3,425000.0,don't buy
286,6370000070,2014-09-19,359000.0,98125,4,425000.0,buy
287,5418200295,2015-03-09,549500.0,98125,4,425000.0,don't buy
288,8902500118,2014-08-12,326000.0,98125,3,425000.0,buy
289,6381500505,2015-04-02,400000.0,98125,3,425000.0,buy
290,2126049032,2014-09-05,375000.0,98125,5,425000.0,buy
291,8822901200,2014-07-23,430000.0,98125,3,425000.0,don't buy
292,3226049117,2015-02-13,387500.0,98125,4,425000.0,buy
293,4073800140,2014-08-11,429000.0,98125,3,425000.0,don't buy
294,6632300478,2014-09-16,400000.0,98125,4,425000.0,buy
295,2239800070,2014-06-27,417000.0,98125,3,425000.0,buy
296,3448000270,2015-03-13,398500.0,98125,3,425000.0,buy
297,2568300132,2014-10-08,521000.0,98125,5,425000.0,don't buy
298,6414100111,2014-11-05,365000.0,98125,3,425000.0,buy
299,6798100070,2015-05-11,467000.0,98125,3,425000.0,don't buy
300,4427100105,2015-04-28,398000.0,98125,5,425000.0,buy
301,8901000445,2014-12-18,390000.0,98125,3,425000.0,buy
302,8902000267,2015-04-02,500000.0,98125,3,425000.0,don't buy
303,9423400193,2014-12-26,473000.0,98125,3,425000.0,don't buy
304,6413100270,2015-03-31,490000.0,98125,3,425000.0,don't buy
305,5101406441,2015-04-16,490000.0,98125,3,425000.0,don't buy
306,3992700036,2014-06-26,415000.0,98125,3,425000.0,buy
307,1454100267,2015-04-17,430000.0,98125,3,425000.0,don't buy
308,1455600015,2014-12-12,760000.0,98125,5,425000.0,don't buy
309,9324800110,2014-07-28,420000.0,98125,5,425000.0,buy
310,3834000805,2014-07-10,350000.0,98125,3,425000.0,buy
311,6381501636,2014-08-20,320000.0,98125,4,425000.0,buy
312,8901001185,2014-10-07,505000.0,98125,3,425000.0,don't buy
313,2826049165,2015-02-26,517000.0,98125,3,425000.0,don't buy
314,1454600038,2015-03-23,985000.0,98125,3,425000.0,don't buy
315,6381500690,2014-07-16,427500.0,98125,5,425000.0,don't buy
316,2926049382,2014-12-08,650000.0,98125,3,425000.0,don't buy
317,7663700792,2014-07-24,228000.0,98125,3,425000.0,buy
318,8820902540,2014-11-14,425000.0,98125,4,425000.0,don't buy
319,7663700261,2014-10-08,395000.0,98125,4,425000.0,buy
320,5418200245,2015-03-30,781000.0,98125,3,425000.0,don't buy
321,1160000115,2015-03-04,401000.0,98125,3,425000.0,buy
322,6161000015,2014-05-15,349950.0,98125,3,425000.0,buy
323,8901500178,2014-10-30,700000.0,98125,3,425000.0,don't buy
324,8901001335,2014-11-03,637000.0,98125,3,425000.0,don't buy
325,6855700115,2014-06-26,357250.0,98125,4,425000.0,buy
326,1453602309,2014-08-05,288000.0,98125,3,425000.0,buy
327,2026049125,2015-05-01,310000.0,98125,3,425000.0,buy
328,1787600164,2014-07-23,310000.0,98125,4,425000.0,buy
329,2568800121,2014-09-11,512500.0,98125,4,425000.0,don't buy
330,3992700265,2014-08-04,385100.0,98125,4,425000.0,buy
331,6413600123,2014-10-08,455000.0,98125,3,425000.0,don't buy
332,9259900025,2014-07-14,430000.0,98125,5,425000.0,don't buy
333,4077800017,2014-08-13,775000.0,98125,4,425000.0,don't buy
334,5101406489,2015-05-01,432000.0,98125,4,425000.0,don't buy
335,1133000542,2014-08-05,425000.0,98125,3,425000.0,don't buy
336,8902000407,2014-12-17,480000.0,98125,4,425000.0,don't buy
337,5101407370,2015-04-22,458000.0,98125,3,425000.0,don't buy
338,1787600252,2015-05-05,282000.0,98125,3,425000.0,buy
339,3834500195,2014-07-07,527000.0,98125,3,425000.0,don't buy
340,2926049449,2014-06-18,384400.0,98125,3,425000.0,buy
341,5101408593,2014-07-11,534950.0,98125,3,425000.0,don't buy
342,8902000068,2014-05-15,430000.0,98125,3,425000.0,don't buy
343,1454600266,2014-10-27,925000.0,98125,3,425000.0,don't buy
344,1454100056,2014-07-15,355000.0,98125,5,425000.0,buy
345,7663700654,2014-12-14,450000.0,98125,3,425000.0,don't buy
346,3226049184,2015-03-27,325000.0,98125,3,425000.0,buy
347,6414100721,2015-04-16,407500.0,98125,3,425000.0,buy
348,6798100652,2014-07-15,316750.0,98125,3,425000.0,buy
349,1133000100,2014-10-07,540000.0,98125,4,425000.0,don't buy
350,7663700551,2015-04-07,336000.0,98125,4,425000.0,buy
351,6414100025,2014-07-21,538000.0,98125,3,425000.0,don't buy
352,5101407305,2014-12-18,319000.0,98125,3,425000.0,buy
353,8820902905,2014-08-22,375000.0,98125,3,425000.0,buy
354,5272200005,2015-02-18,175000.0,98125,3,425000.0,buy
355,8820900299,2015-02-04,419950.0,98125,3,425000.0,buy
356,6413600275,2014-07-24,446000.0,98125,5,425000.0,don't buy
357,3834500417,2014-08-09,469950.0,98125,3,425000.0,don't buy
358,3992700130,2014-07-08,267000.0,98125,3,425000.0,buy
359,2926049400,2014-12-26,500000.0,98125,3,425000.0,don't buy
360,1787600224,2015-03-10,390000.0,98125,3,425000.0,buy
361,7663700759,2014-12-01,368000.0,98125,3,425000.0,buy
362,6855700080,2014-07-14,294950.0,98125,3,425000.0,buy
363,1837000010,2015-03-02,404000.0,98125,3,425000.0,buy
364,4077800029,2014-10-27,630000.0,98125,3,425000.0,don't buy
365,8058500005,2015-02-03,290000.0,98125,3,425000.0,buy
366,4078300050,2015-05-04,780000.0,98125,5,425000.0,don't buy
367,6381500635,2014-05-16,342000.0,98125,3,425000.0,buy
368,1787600094,2014-11-06,285000.0,98125,3,425000.0,buy
369,2726049169,2014-09-05,625000.0,98125,3,425000.0,don't buy
370,6632300161,2015-04-28,422000.0,98125,3,425000.0,buy
371,2726049071,2014-12-11,510000.0,98125,3,425000.0,don't buy
372,2726049071,2015-04-08,489950.0,98125,3,425000.0,don't buy
373,1453602360,2015-04-06,1000000.0,98125,3,425000.0,don't buy
374,4077800094,2015-02-02,675000.0,98125,3,425000.0,don't buy
375,6381500170,2014-08-26,235000.0,98125,3,425000.0,buy
376,6381500170,2015-01-16,365000.0,98125,3,425000.0,buy
377,2926049408,2014-10-09,400000.0,98125,3,425000.0,buy
378,6381502155,2015-01-16,300000.0,98125,3,425000.0,buy
379,8820900670,2014-06-23,399950.0,98125,4,425000.0,buy
380,3935900005,2015-05-01,1039000.0,98125,5,425000.0,don't buy
381,6412600005,2014-10-03,375000.0,98125,3,425000.0,buy
382,1566100010,2015-04-14,470000.0,98125,3,425000.0,don't buy
383,1133000050,2015-04-20,362000.0,98125,3,425000.0,buy
384,9421500010,2015-02-05,442500.0,98125,3,425000.0,don't buy
385,6413600151,2014-09-16,460000.0,98125,3,425000.0,don't buy
386,8901000911,2015-02-19,425000.0,98125,3,425000.0,don't buy
387,6413100122,2014-07-11,369950.0,98125,3,425000.0,buy
388,7715600050,2015-02-19,385000.0,98125,4,425000.0,buy
389,9259900010,2015-03-16,466750.0,98125,3,425000.0,don't buy
390,1454100005,2014-08-06,350000.0,98125,3,425000.0,buy
391,1454100480,2014-08-19,378500.0,98125,4,425000.0,buy
392,4427100095,2014-06-23,360000.0,98125,3,425000.0,buy
393,4354700010,2015-04-21,482500.0,98125,4,425000.0,don't buy
394,6868200029,2014-09-29,467500.0,98125,3,425000.0,don't buy
395,8901000143,2014-11-25,500000.0,98125,5,425000.0,don't buy
396,5101407250,2014-12-17,630000.0,98125,3,425000.0,don't buy
397,3992700585,2014-11-20,445500.0,98125,4,425000.0,don't buy
398,7156200005,2015-04-02,575000.0,98125,3,425000.0,don't buy
399,6632300567,2014-07-30,597000.0,98125,3,425000.0,don't buy
400,1133000144,2015-02-12,614905.0,98125,3,425000.0,don't buy
401,9324800180,2014-10-16,403250.0,98125,3,425000.0,buy
402,4077800412,2015-03-16,563000.0,98125,3,425000.0,don't buy
403,4427100025,2014-05-09,270000.0,98125,5,425000.0,buy
404,2926049221,2014-10-14,445800.0,98125,3,425000.0,don't buy
405,4077800026,2014-05-30,715000.0,98125,5,425000.0,don't buy
406,9324800450,2014-10-09,560000.0,98125,3,425000.0,don't buy
407,6381500065,2014-07-29,376500.0,98125,5,425000.0,buy
408,6413100090,2014-09-15,458000.0,98125,4,425000.0,don't buy
409,8820901415,2014-05-29,400000.0,98125,3,425000.0,buy
410,2568300266,2014-05-30,659000.0,98125,5,425000.0,don't buy
411,1454100650,2014-08-04,942000.0,98125,3,425000.0,don't buy
412,3448000410,2014-05-13,354901.0,98125,3,425000.0,buy
413,5101405465,2015-02-03,463000.0,98125,4,425000.0,don't buy
414,5101405331,2014-05-02,495000.0,98125,3,425000.0,don't buy
415,2044500142,2014-09-02,420000.0,98125,3,425000.0,buy
416,2126049096,2014-12-02,399000.0,98125,3,425000.0,buy
417,9455200596,2015-01-14,357500.0,98125,3,425000.0,buy
418,9455200205,2014-06-04,525000.0,98125,3,425000.0,don't buy
419,3448001285,2014-08-18,442500.0,98125,5,425000.0,don't buy
420,3935900093,2015-04-27,688000.0,98125,3,425000.0,don't buy
421,2026049067,2014-07-02,480000.0,98125,4,425000.0,don't buy
